,Compound,Date,Negative,Neutral,Positive,Text,Tweets Ago
26,-0.5574,Fri Jun 08 01:00:10 +0000 2018,0.833,0.167,0.0,"At least 109 people died when the Fuego volcano erupted in Guatemala, the country's Institute of Forensic Sciences… https://t.co/fE7y8nkHSG",27
27,0.0,Fri Jun 08 00:59:07 +0000 2018,1.0,0.0,0.0,"An ATF agent was shot in an undercover operation, the agency says https://t.co/kPZg8OIGbZ https://t.co/KbFX4UXh8j",28
28,0.1531,Thu Jun 07 19:09:16 +0000 2018,0.932,0.0,0.068,President Trump says he may invite North Korean leader Kim Jong Un to the US if their meeting in Singapore next wee… https://t.co/pAJdXXeK7G,29
29,0.0,Thu Jun 07 17:32:04 +0000 2018,1.0,0.0,0.0,Ikea says it will phase out all single-use plastic products from its shops and restaurants by 2020… https://t.co/nrnCcXnyTB,30
30,-0.7579,Thu Jun 07 17:14:39 +0000 2018,0.619,0.26,0.121,"US suicide rates have increased more than 25% since 1999, the CDC says. It's one of the few top causes of death on… https://t.co/NYSKpHKzAF",31
31,0.0,Thu Jun 07 17:10:21 +0000 2018,1.0,0.0,0.0,President Trump says North Korea must denuclearize as part of any deal to loosen sanctions. He adds that next week'… https://t.co/vnw8g7Sj1z,32
32,0.128,Thu Jun 07 14:03:04 +0000 2018,0.872,0.0,0.128,Spain's King Felipe VI swears in a new Socialist government that includes a groundbreaking number of women in key p… https://t.co/tTSXjMft67,33
33,-0.4939,Thu Jun 07 12:42:55 +0000 2018,0.726,0.202,0.073,"Chinese smartphone maker ZTE to pay the US a $1 billion fine in deal to end export ban, commerce secretary says… https://t.co/j11zTChOKR",34
34,-0.3818,Thu Jun 07 12:12:06 +0000 2018,0.88,0.12,0.0,An internal DOJ report on the Hillary Clinton email probe is expected to criticize ex-FBI director James Comey and… https://t.co/jn7hWubrkf,35
35,0.4939,Thu Jun 07 10:00:16 +0000 2018,0.824,0.0,0.176,Afghanistan's President has announced a temporary ceasefire with the Taliban during Muslim festival Eid al-Fitr lat… https://t.co/f313RNgnYK,36
36,-0.2263,Thu Jun 07 08:06:51 +0000 2018,0.826,0.174,0.0,RT @CNNMoney: BREAKING: London Stock Exchange open delayed https://t.co/8wko2VDCZr https://t.co/CXeQ4dQnjj,37
37,0.7906,Thu Jun 07 05:12:51 +0000 2018,0.64,0.0,0.36,The Justice Department will extend an offer Thursday to top lawmakers on Capitol Hill to review certain documents r… https://t.co/o0MrqTsJXe,38
38,-0.4588,Wed Jun 06 22:42:34 +0000 2018,0.787,0.153,0.06,Alice Marie Johnson has been released from prison. President Trump commuted her sentence today after meeting with K… https://t.co/5qGwYOS8ob,39
39,-0.4767,Wed Jun 06 21:06:08 +0000 2018,0.853,0.147,0.0,ICE arrested 114 undocumented immigrants working at an Ohio gardening business in one of its largest workplace raid… https://t.co/Un5JTbReGg,40
40,-0.25,Wed Jun 06 20:29:15 +0000 2018,0.905,0.095,0.0,"Two of EPA Administrator Scott Pruitt's closest aides have resigned, an official confirms to CNN. One of the aides… https://t.co/yWGZI7PbvS",41
41,0.34,Wed Jun 06 20:19:42 +0000 2018,0.912,0.0,0.088,"RT @CNNMoney: Dow jumps 346 points, or 1.4%, and climbs above 25,000 as bank stocks soar. Nasdaq gains 0.7% to close at a record for the th…",42
42,-0.296,Wed Jun 06 16:44:37 +0000 2018,0.808,0.126,0.066,"President Trump commutes the life sentence of Alice Johnson, a 63-year-old nonviolent drug offender. He met with Ki… https://t.co/ytVlwXdP8e",43
43,0.2023,Wed Jun 06 16:03:12 +0000 2018,0.93,0.0,0.07,RT @CNNPolitics: Speaker of the House Paul Ryan says he agrees with Rep. Trey Gowdy that the FBI acted appropriately in its handling of the…,44
44,0.0,Wed Jun 06 15:35:15 +0000 2018,1.0,0.0,0.0,Dozens of firefighters are tackling a blaze at a hotel in the Knightsbridge section of London… https://t.co/gnJe25iSCO,45
45,0.0,Wed Jun 06 14:29:30 +0000 2018,1.0,0.0,0.0,RT @CNNMoney: Mexico hits bourbon and US farm products with retaliatory tariffs https://t.co/ySfQCCg16L https://t.co/NwTfEM5Hgz,46
46,-0.5423,Wed Jun 06 14:29:20 +0000 2018,0.829,0.171,0.0,European ministers ask the Trump administration to spare EU-based companies from sanctions that would harm their bu… https://t.co/5UCKxNCXrK,47
47,0.3182,Wed Jun 06 14:08:38 +0000 2018,0.881,0.0,0.119,"The White House has assembled the paperwork for President Trump to pardon dozens of people, sources say… https://t.co/JMlBvLsyHS",48
48,0.0,Wed Jun 06 13:34:55 +0000 2018,1.0,0.0,0.0,RT @CNNMoney: Tech stocks are carrying Wall Street higher at the opening bell. Dow jumps 100 points. Nasdaq on track for third record close…,49
49,-0.3818,Wed Jun 06 08:31:51 +0000 2018,0.86,0.14,0.0,Explosions are intensifying at Guatemala's Fuego volcano as emergency crews continue the search Wednesday for nearl… https://t.co/nKzcFdlsAZ,50
50,0.0,Wed Jun 06 05:24:33 +0000 2018,1.0,0.0,0.0,RT @CNNPolitics: New Mexico's Deb Haaland likely to be the first Native American congresswoman https://t.co/9xWfLrbvxl https://t.co/7fMDaOA…,51
51,0.2023,Wed Jun 06 04:40:13 +0000 2018,0.924,0.0,0.076,"RT @CNNPolitics: Republican John Cox will finish in the top two, and advance to the general election in the California governor’s race, CNN…",52
52,0.0,Wed Jun 06 04:24:32 +0000 2018,1.0,0.0,0.0,"RT @CNNPolitics: Lt. Gov. Gavin Newsom advances to the November election in California governor’s race, CNN projects https://t.co/Ab96jt8n8…",53
53,0.0,Wed Jun 06 03:41:47 +0000 2018,1.0,0.0,0.0,RT @CNNPolitics: Democrats flip 42nd state legislative seat since President Trump took office  https://t.co/2H6StzPzq7 https://t.co/xQ1iOpH…,54
54,-0.4588,Wed Jun 06 03:40:34 +0000 2018,0.769,0.231,0.0,Alabama congresswoman who disavowed Trump in 2016 forced into runoff https://t.co/5RrIbnw7D6,55
55,0.0,Wed Jun 06 03:06:50 +0000 2018,1.0,0.0,0.0,"Polls have closed in all 8 states, and all eyes are on California. Democrats think it's key to taking back the Hous… https://t.co/vU0GaCMSUg",56
56,-0.4019,Wed Jun 06 01:28:40 +0000 2018,0.876,0.124,0.0,"A random printing error left more than 118,000 California voters off rosters in Los Angeles County in the midst of… https://t.co/9kBndUV3T8",57
57,0.6705,Tue Jun 05 21:06:49 +0000 2018,0.756,0.0,0.244,"EPA chief Scott Pruitt enlisted the help of an aide to look into a potential business opportunity with Chick-fil-A,… https://t.co/XLJj010BBE",58
58,0.0258,Tue Jun 05 20:11:56 +0000 2018,0.761,0.117,0.122,RT @CNNMoney: Dow loses 14 points. S&amp;P 500 gains 0.1%. Nasdaq advances 0.4% to a record high. https://t.co/TW1dAp2bqT,59
59,-0.6486,Tue Jun 05 16:31:56 +0000 2018,0.815,0.185,0.0,"Designer Kate Spade has been found dead in a NYC apartment. Spade, 55, grew a small handbag company into a total li… https://t.co/s6eHx9F5v2",60
60,-0.5994,Tue Jun 05 15:50:18 +0000 2018,0.813,0.187,0.0,A judge orders the Puerto Rican government to release death records to CNN and another group investigating Hurrican… https://t.co/mB8uH1tmjM,61
61,-0.8679,Tue Jun 05 14:20:27 +0000 2018,0.544,0.377,0.079,Disgraced movie mogul Harvey Weinstein pleads not guilty to two counts of rape and one first-degree criminal sex ac… https://t.co/jXfDTPdRUf,62
62,0.0772,Tue Jun 05 13:44:20 +0000 2018,0.902,0.0,0.098,RT @CNNMoney: UK government clears 21st Century Fox bid for Sky https://t.co/ucc9wCqmcV https://t.co/O8Qbcezqgq,63
63,-0.1531,Tue Jun 05 13:16:33 +0000 2018,0.922,0.078,0.0,"The Miss America contest will scrap its swimsuit competition and be more inclusive to women of all sizes, organizer… https://t.co/LgxgyfFuXO",64
64,-0.7783,Tue Jun 05 12:29:33 +0000 2018,0.746,0.254,0.0,"The death toll in Saturday's boat wreck off Tunisia is now the highest of any single migration attempt this year, g… https://t.co/jbePUZpDd7",65
65,0.5719,Tue Jun 05 05:56:49 +0000 2018,0.649,0.095,0.255,"Iran's supreme leader has ordered preparations to begin to increase uranium enrichment, ramping up pressure on Euro… https://t.co/yQpxdFzTIq",66
66,-0.34,Tue Jun 05 01:23:55 +0000 2018,0.882,0.118,0.0,Robert Mueller accuses Paul Manafort of attempting to shape potential witnesses' testimony and asks to send him to… https://t.co/O59oUIxWrq,67
67,0.34,Mon Jun 04 23:52:40 +0000 2018,0.701,0.117,0.182,Trump says the Super Bowl-winning Philadelphia Eagles won't visit the White House tomorrow over a disagreement abou… https://t.co/ZGMhDnqcqa,68
68,0.0,Mon Jun 04 23:30:45 +0000 2018,1.0,0.0,0.0,"Melania Trump, who has not been seen publicly for the past 24 days, attended a reception for Gold Star military fam… https://t.co/Q09GTvadBf",69
69,0.3804,Mon Jun 04 20:35:34 +0000 2018,0.885,0.0,0.115,"Starbucks says Howard Schultz, its former CEO and the most prominent face of the company, is stepping down as execu… https://t.co/WoOpa8kU9C",70
70,-0.5106,Mon Jun 04 17:40:36 +0000 2018,0.798,0.202,0.0,"Former President George H.W. Bush is released from a Maine hospital after treatment for low blood pressure, his spo… https://t.co/6piUFkPpVm",71
71,-0.8658,Mon Jun 04 16:01:45 +0000 2018,0.607,0.393,0.0,"Man suspected in four fatal shootings in Scottsdale and Phoenix, Arizona, is dead after apparently shooting himself… https://t.co/UtsSaiSuWn",72
72,0.7351,Mon Jun 04 14:31:03 +0000 2018,0.625,0.086,0.289,The Supreme Court hands a narrow win to the Colorado baker who refused to design a cake for a same-sex wedding… https://t.co/4gFQbz8Hdu,73
73,0.5267,Mon Jun 04 14:07:42 +0000 2018,0.642,0.101,0.257,The Supreme Court wipes away a lower court ruling that granted an undocumented teen access to abortion… https://t.co/yhCbenqC6C,74
74,0.3182,Mon Jun 04 13:17:53 +0000 2018,0.897,0.0,0.103,"President Trump asserts that he has the ""absolute right"" to pardon himself. He adds that since he's done nothing wr… https://t.co/QKStoNzXoc",75
75,0.0,Mon Jun 04 12:25:46 +0000 2018,1.0,0.0,0.0,At least 48 bodies have been recovered after a boat carrying around 180 migrants sank off the coast of Tunisia late… https://t.co/cKZHsyToD3,76
76,-0.9201,Mon Jun 04 12:20:07 +0000 2018,0.569,0.431,0.0,"At least seven people were killed by a suicide attack on a meeting of Islamic scholars in Kabul, Afghanistan, offic… https://t.co/KNTni1bDvR",77
77,-0.6486,Mon Jun 04 05:38:03 +0000 2018,0.777,0.223,0.0,At least 25 people are now dead after the Fuego volcano erupted in Guatemala https://t.co/OHbvuZBcbY https://t.co/uqN3bUSGf6,78
78,-0.743,Mon Jun 04 01:46:45 +0000 2018,0.751,0.249,0.0,At least seven people died and 20 were injured after Guatemala's Fuego volcano erupted for the second time this yea… https://t.co/VjAwjPof3p,79
79,0.4939,Mon Jun 04 01:28:33 +0000 2018,0.856,0.0,0.144,"Melania Trump plans to attend a White House event Monday to honor Gold Star families, her spokeswoman says, her fir… https://t.co/UGXaibShvB",80
80,-0.6597,Sun Jun 03 23:04:58 +0000 2018,0.804,0.196,0.0,Almost three-quarters of women diagnosed with early stages of a common form of breast cancer might not need chemoth… https://t.co/7F0mTzRLta,81
81,0.1531,Sun Jun 03 21:57:47 +0000 2018,0.777,0.097,0.126,Silent forms of protest make bold statements at Marjory Stoneman Douglas High School's graduation nearly four month… https://t.co/91LQ9FYGSh,82
82,-0.6124,Sun Jun 03 20:12:03 +0000 2018,0.81,0.19,0.0,"Nearly four months after their community was devastated by a deadly school shooting, seniors at Marjory Stoneman Do… https://t.co/SCsZhCUydH",83
83,-0.1232,Sun Jun 03 14:31:04 +0000 2018,0.915,0.085,0.0,"RT @CNNPolitics: Rudy Giuliani says President Trump doesn't intend to pardon himself, but ""probably"" can https://t.co/M3lUn73Lhe https://t.…",84
84,0.0,Sun Jun 03 14:30:48 +0000 2018,1.0,0.0,0.0,RT @CNNPolitics: Majority Leader Rep. Kevin McCarthy says President Trump is not headed to a “trade war”: “We are in a trade discussion to…,85
85,0.0,Sun Jun 03 09:45:57 +0000 2018,1.0,0.0,0.0,"Syrian President is to meet Kim Jong Un in North Korea, report says https://t.co/PSvo4H0opL",86
86,0.3182,Sun Jun 03 05:06:30 +0000 2018,0.776,0.082,0.142,"North Korea will not get any sanctions relief until it has demonstrated ""verifiable and irreversible"" steps to denu… https://t.co/ZFyiIwFUjY",87
87,-0.5574,Sun Jun 03 01:33:26 +0000 2018,0.847,0.153,0.0,"A dog being flown by Delta Air Lines from Phoenix to Newark, New Jersey, died during a layover in Detroit, the airl… https://t.co/mUnWyYbUiT",88
88,0.0,Sat Jun 02 23:20:00 +0000 2018,1.0,0.0,0.0,An attorney representing three women in cases against a doctor known for singing and dancing while performing surge… https://t.co/cKiBlyJi9q,89
89,0.0,Sat Jun 02 22:18:05 +0000 2018,1.0,0.0,0.0,"Two climbers fell to their deaths Saturday at Yosemite National Park in California, a park spokeswoman said… https://t.co/HOYqknDsRM",90
90,0.0,Sat Jun 02 21:24:49 +0000 2018,1.0,0.0,0.0,"The largest wildfire in California's modern history is out after burning for more than six months and through 281,8… https://t.co/Y0Jz9Sr4Hb",91
91,-0.5106,Sat Jun 02 19:57:17 +0000 2018,0.837,0.163,0.0,Finance ministers from six US allies made a joint statement Saturday expressing disappointment over US tariffs to T… https://t.co/jhNNh6ELoa,92
92,-0.4588,Sat Jun 02 16:25:38 +0000 2018,0.857,0.143,0.0,"Massive wildfires in Colorado and New Mexico have torched thousands of acres and forced 1,500 people to evacuate… https://t.co/w6CVNWLLTR",93
93,0.0,Sat Jun 02 10:27:02 +0000 2018,1.0,0.0,0.0,"Pedro Sánchez was sworn in Saturday as Spain's Prime Minister, a day after ousting scandal-hit political rival Mari… https://t.co/pialGqHNdS",94
94,-0.4939,Sat Jun 02 04:29:04 +0000 2018,0.868,0.132,0.0,More than 80 homes have been destroyed by the Kilauea volcano eruption in Hawaii in the four weeks since lava began… https://t.co/EklLLWmvW0,95
95,-0.5423,Sat Jun 02 01:20:22 +0000 2018,0.698,0.233,0.07,"US Defense Secretary James Mattis accused China of ""intimidation and coercion"" in the Indo-Pacific region during a… https://t.co/0tEKBEZ1Qr",96
96,0.4019,Fri Jun 01 23:34:07 +0000 2018,0.87,0.0,0.13,A Virginia school district will appeal a court ruling in favor of a transgender student that said Title IX covers t… https://t.co/14qvTVkBDH,97
97,0.0,Fri Jun 01 21:25:26 +0000 2018,1.0,0.0,0.0,"RT @CNNMoney: ABC is considering a version of ""Roseanne"" — without Roseanne Barr https://t.co/AbvDaQ1Egf https://t.co/gQOoT9GYnZ",98
98,0.0,Fri Jun 01 18:56:36 +0000 2018,1.0,0.0,0.0,President Trump says the June 12 summit with Kim Jong Un is back on following his Oval Office meeting with a North… https://t.co/S1u2AqOOYQ,99
99,0.2023,Fri Jun 01 17:27:41 +0000 2018,0.917,0.0,0.083,A top aide to Kim Jong Un is in the Oval Office to deliver a letter to President Trump. Follow live updates:… https://t.co/3eCoA71UFV,100
